edad_ingreso,promedio_academico,materias_reprobadas,distancia_hogar_ies_km,puntaje_icfes_percentil,sexo,estado_civil,zona_residencia,departamento,nivel_educativo_padre,nivel_educativo_madre,sector_ies,nivel_formacion,metodologia,area_conocimiento,semestre_cursado,estrato_socioeconomico,anio_registro,trabaja_mientras_estudia,beneficiario_icetex,beneficiario_beca
18,3.55,2,3.64,56,Mujer,Soltero,Urbana,Santander,Tecnico,Primaria,Privado,Universitario,Presencial,Matematicas y ciencias naturales,2,2,2025,0,0,0
23,4.6,0,3.38,76,Hombre,Otro,Urbana,Casanare,Bachillerato,Universitario,Privado,Tecnico profesional,Presencial,Ciencias de la educacion,8,1,2024,0,1,0
17,3.48,0,2.22,57,Mujer,Soltero,Urbana,Boyacá,Primaria,Posgrado,Privado,Universitario,Virtual,"Economia, administracion, contaduria y afines",8,3,2024,0,0,1
16,3.22,1,31.69,39,Hombre,Soltero,Urbana,Huila,Tecnico,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,4,2025,1,1,0
18,3.53,0,9.6,37,Hombre,Soltero,Urbana,Quindío,Ninguno,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,2,2023,0,0,0
18,1.98,4,6.07,14,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Privado,Tecnologico,Presencial,Ciencias de la educacion,7,2,2024,1,0,0
19,3.87,0,5.14,31,Mujer,Soltero,Urbana,Bogotá D.C.,Universitario,Bachillerato,Publico,Tecnologico,Virtual,"Ingenieria, arquitectura, urbanismo y afines",12,2,2022,0,0,1
23,4.24,0,1.28,62,Hombre,Union libre,Urbana,Bogotá D.C.,Bachillerato,Ninguno,Privado,Universitario,Distancia tradicional,Bellas artes,8,4,2024,1,0,0
22,2.88,1,3.52,59,Mujer,Soltero,Urbana,Bogotá D.C.,Bachillerato,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,2,2025,1,0,0
24,2.29,4,7.95,18,Hombre,Soltero,Urbana,Valle del Cauca,Primaria,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,5,2024,0,1,0
16,2.04,3,9.56,39,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,3,2025,0,1,0
18,3.75,1,13.35,76,Mujer,Soltero,Urbana,Bogotá D.C.,Ninguno,Tecnico,Privado,Universitario,Presencial,Matematicas y ciencias naturales,1,3,2022,1,1,0
20,2.85,2,8.0,47,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",3,4,2024,0,0,0
20,2.67,1,16.56,30,Mujer,Soltero,Urbana,Bogotá D.C.,Bachillerato,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,4,2024,1,0,0
19,3.06,2,0.8,26,Hombre,Soltero,Urbana,Tolima,Primaria,Bachillerato,Publico,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",4,1,2022,1,0,1
19,4.11,0,24.23,100,Mujer,Soltero,Rural,Santander,Bachillerato,Primaria,Publico,Universitario,Presencial,Ciencias de la educacion,6,1,2023,1,1,0
17,4.82,0,9.73,92,Hombre,Soltero,Urbana,Bogotá D.C.,Primaria,Primaria,Publico,Tecnologico,Presencial,Ciencias de la educacion,8,1,2024,0,0,0
21,3.32,1,6.28,41,Hombre,Soltero,Urbana,Cundinamarca,Primaria,Primaria,Publico,Tecnologico,Distancia tradicional,Ciencias sociales y humanas,1,2,2024,0,0,0
21,4.07,2,9.26,57,Hombre,Soltero,Urbana,Bolívar,Primaria,Primaria,Publico,Universitario,Presencial,Ciencias de la salud,4,2,2022,1,0,0
22,2.39,5,7.27,41,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Ninguno,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",8,2,2024,0,0,1
19,3.19,0,7.58,47,Hombre,Union libre,Urbana,Antioquia,Primaria,Universitario,Privado,Universitario,Presencial,"Agronomia, veterinaria y afines",1,4,2021,0,0,0
15,3.67,1,82.42,38,Hombre,Soltero,Urbana,Tolima,Primaria,Primaria,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",5,4,2023,0,0,0
21,3.39,1,10.12,59,Mujer,Soltero,Rural,Boyacá,Primaria,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",6,2,2022,0,0,0
21,3.86,0,25.39,78,Hombre,Soltero,Urbana,Atlántico,Primaria,Ninguno,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",12,1,2024,0,0,1
22,4.46,0,35.72,100,Hombre,Soltero,Rural,Nariño,Posgrado,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,2,2025,1,1,0
23,2.89,0,7.01,45,Hombre,Casado,Urbana,Córdoba,Primaria,Ninguno,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",7,1,2025,0,0,0
22,3.0,1,23.84,26,Mujer,Casado,Rural,Santander,Bachillerato,Bachillerato,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",5,1,2025,0,0,0
19,3.56,0,16.41,61,Hombre,Soltero,Rural,Caldas,Primaria,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",7,2,2024,1,0,0
15,2.85,0,7.08,48,Hombre,Soltero,Rural,Córdoba,Tecnico,Bachillerato,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",11,3,2025,0,0,0
19,2.98,0,46.02,42,Hombre,Otro,Urbana,Bogotá D.C.,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,2,2025,0,0,0
19,2.24,0,7.96,49,Mujer,Soltero,Urbana,Atlántico,Bachillerato,Primaria,Publico,Universitario,Presencial,Ciencias de la educacion,2,2,2023,0,0,1
19,3.0,0,5.11,53,Mujer,Soltero,Urbana,Quindío,Bachillerato,Posgrado,Publico,Universitario,Virtual,"Economia, administracion, contaduria y afines",3,3,2022,0,0,0
18,2.77,1,12.31,54,Hombre,Union libre,Urbana,Atlántico,Bachillerato,Tecnico,Privado,Universitario,Virtual,Ciencias sociales y humanas,5,2,2024,0,0,0
20,3.13,1,2.85,50,Hombre,Soltero,Urbana,Atlántico,Primaria,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",6,3,2023,0,1,0
17,3.42,1,6.07,62,Hombre,Casado,Urbana,Antioquia,Tecnico,Universitario,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",12,1,2024,0,0,1
21,3.41,0,2.53,48,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,1,2024,1,1,0
15,3.72,0,10.86,69,Mujer,Soltero,Rural,Cundinamarca,Bachillerato,Bachillerato,Privado,Universitario,Presencial,Ciencias de la educacion,8,2,2024,0,0,0
25,2.2,1,2.26,52,Mujer,Soltero,Urbana,Antioquia,Universitario,Primaria,Publico,Universitario,Presencial,Ciencias de la salud,10,2,2025,0,1,0
16,2.85,1,3.76,41,Mujer,Union libre,Rural,Bogotá D.C.,Bachillerato,Primaria,Publico,Universitario,Presencial,Ciencias de la salud,7,5,2023,0,0,0
21,2.91,2,1.56,44,Mujer,Soltero,Urbana,Caldas,Primaria,Posgrado,Privado,Universitario,Distancia tradicional,Ciencias sociales y humanas,5,3,2023,0,0,1
22,4.37,0,1.57,58,Hombre,Soltero,Rural,Caquetá,Tecnico,Universitario,Privado,Universitario,Presencial,Ciencias de la salud,6,2,2021,0,0,0
22,3.29,2,15.32,37,Hombre,Soltero,Urbana,Cauca,Primaria,Bachillerato,Privado,Universitario,Distancia tradicional,Ciencias sociales y humanas,4,3,2025,0,0,0
20,4.45,0,3.75,90,Hombre,Soltero,Urbana,Bogotá D.C.,Bachillerato,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",12,4,2024,0,1,0
24,3.27,3,9.04,46,Hombre,Union libre,Urbana,Norte de Santander,Ninguno,Tecnico,Privado,Tecnologico,Presencial,Ciencias sociales y humanas,5,2,2024,0,0,1
18,3.11,2,2.08,61,Mujer,Soltero,Urbana,Tolima,Primaria,Primaria,Privado,Universitario,Presencial,Ciencias de la salud,10,5,2022,0,0,0
20,2.65,2,12.4,52,Mujer,Soltero,Urbana,Nariño,Bachillerato,Bachillerato,Privado,Universitario,Presencial,Ciencias sociales y humanas,5,2,2023,1,1,1
16,4.78,0,5.88,73,Hombre,Soltero,Rural,Bogotá D.C.,Bachillerato,Bachillerato,Privado,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",9,2,2025,1,0,1
18,3.95,0,0.63,45,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Universitario,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",11,1,2025,1,0,1
20,2.28,0,2.69,31,Hombre,Soltero,Urbana,Chocó,Bachillerato,Bachillerato,Publico,Universitario,Presencial,Ciencias de la educacion,4,3,2025,0,0,0
15,3.8,0,2.29,64,Mujer,Soltero,Urbana,Nariño,Posgrado,Primaria,Publico,Universitario,Presencial,Ciencias de la educacion,5,3,2025,0,0,1
21,4.15,0,25.43,89,Mujer,Union libre,Urbana,Atlántico,Tecnico,Bachillerato,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",5,4,2024,0,0,0
15,3.79,1,2.79,68,Mujer,Union libre,Urbana,Atlántico,Bachillerato,Bachillerato,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",1,3,2025,0,0,0
21,4.09,0,16.26,73,Mujer,Casado,Urbana,Cundinamarca,Tecnico,Universitario,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,1,2021,1,0,1
19,3.68,0,5.29,63,Hombre,Soltero,Urbana,Arauca,Primaria,Bachillerato,Publico,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",6,3,2025,1,0,1
18,3.87,0,11.9,79,Mujer,Casado,Urbana,Cauca,Primaria,Bachillerato,Privado,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",6,3,2021,0,0,0
23,3.56,0,6.86,52,Mujer,Soltero,Urbana,Atlántico,Tecnico,Universitario,Privado,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",8,5,2023,0,0,0
19,4.23,0,5.14,83,Mujer,Soltero,Urbana,Antioquia,Tecnico,Primaria,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,6,2023,1,0,0
24,2.97,2,3.96,56,Hombre,Soltero,Rural,Antioquia,Posgrado,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,3,2025,0,1,0
19,3.21,1,24.34,34,Mujer,Union libre,Urbana,Cauca,Primaria,Primaria,Privado,Tecnologico,Presencial,Bellas artes,6,4,2023,1,0,1
15,4.33,0,2.89,73,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,1,2022,0,0,0
15,3.36,0,3.82,29,Hombre,Soltero,Urbana,Valle del Cauca,Universitario,Primaria,Publico,Universitario,Distancia tradicional,Ciencias sociales y humanas,7,3,2025,0,0,0
20,2.5,3,1.17,31,Hombre,Union libre,Urbana,Bogotá D.C.,Universitario,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,3,2025,1,1,0
25,2.74,3,5.73,43,Hombre,Soltero,Urbana,Magdalena,Tecnico,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,2,2025,1,0,0
22,4.37,0,2.06,100,Hombre,Soltero,Urbana,Córdoba,Posgrado,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",5,2,2022,0,0,0
15,4.63,0,17.16,68,Hombre,Soltero,Urbana,Antioquia,Primaria,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,2,2025,0,1,1
20,2.75,2,11.79,31,Mujer,Soltero,Rural,La Guajira,Tecnico,Bachillerato,Publico,Universitario,Presencial,Ciencias de la educacion,12,3,2023,1,0,0
18,2.69,0,11.1,32,Hombre,Soltero,Urbana,Atlántico,Tecnico,Primaria,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",3,5,2025,0,0,0
19,3.51,0,4.53,74,Mujer,Soltero,Urbana,Meta,Bachillerato,Primaria,Privado,Tecnologico,Presencial,Ciencias de la educacion,6,2,2024,0,1,0
17,3.82,0,11.54,67,Mujer,Soltero,Urbana,Risaralda,Universitario,Ninguno,Publico,Universitario,Presencial,Ciencias de la salud,10,3,2023,0,0,0
16,2.62,4,51.28,46,Hombre,Soltero,Urbana,Cundinamarca,Universitario,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",5,3,2024,1,0,1
16,3.26,2,4.35,43,Hombre,Union libre,Urbana,Córdoba,Bachillerato,Bachillerato,Publico,Tecnologico,Virtual,Ciencias de la salud,6,3,2024,1,1,0
19,3.98,0,3.92,69,Hombre,Soltero,Urbana,Cauca,Tecnico,Tecnico,Privado,Tecnico profesional,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,1,2022,1,0,0
19,3.46,2,3.85,36,Hombre,Soltero,Urbana,Quindío,Bachillerato,Bachillerato,Privado,Universitario,Presencial,Ciencias sociales y humanas,2,1,2022,1,1,1
16,3.79,0,3.79,46,Mujer,Soltero,Urbana,Atlántico,Bachillerato,Universitario,Privado,Universitario,Presencial,Ciencias de la educacion,11,2,2024,0,0,0
19,3.96,1,7.38,56,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,1,2024,0,1,0
18,3.72,1,3.27,72,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Universitario,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,1,2021,0,0,0
17,4.2,0,8.95,65,Hombre,Soltero,Urbana,Tolima,Bachillerato,Primaria,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",8,2,2024,0,0,0
19,4.38,0,0.79,59,Mujer,Soltero,Urbana,Meta,Universitario,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,3,2025,0,0,0
15,3.19,1,4.22,32,Mujer,Union libre,Urbana,Santander,Tecnico,Universitario,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",12,1,2024,0,0,0
19,3.32,2,3.44,29,Mujer,Soltero,Urbana,Valle del Cauca,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",8,1,2024,1,0,0
19,2.76,2,5.91,32,Hombre,Soltero,Urbana,Bogotá D.C.,Tecnico,Primaria,Publico,Universitario,Presencial,Ciencias sociales y humanas,10,1,2023,1,1,0
15,3.19,2,3.31,55,Hombre,Soltero,Urbana,Boyacá,Bachillerato,Universitario,Publico,Tecnologico,Presencial,Ciencias de la educacion,8,4,2024,1,1,0
22,3.13,1,5.44,62,Hombre,Otro,Rural,Cauca,Bachillerato,Bachillerato,Privado,Universitario,Virtual,"Economia, administracion, contaduria y afines",7,1,2024,0,0,0
25,2.7,2,5.01,38,Mujer,Soltero,Rural,La Guajira,Tecnico,Universitario,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,4,2022,0,1,0
23,4.2,0,4.66,76,Hombre,Soltero,Urbana,Cauca,Bachillerato,Bachillerato,Publico,Universitario,Distancia tradicional,Ciencias de la educacion,6,2,2023,1,0,0
19,3.82,1,15.99,83,Mujer,Soltero,Urbana,Huila,Bachillerato,Primaria,Publico,Universitario,Presencial,Ciencias sociales y humanas,6,3,2024,1,0,0
18,5.0,0,49.27,100,Hombre,Soltero,Rural,Cundinamarca,Bachillerato,Universitario,Privado,Tecnologico,Presencial,Matematicas y ciencias naturales,11,5,2022,0,0,0
22,2.43,1,3.19,33,Hombre,Soltero,Urbana,Tolima,Primaria,Bachillerato,Privado,Universitario,Presencial,Ciencias de la educacion,7,2,2022,1,0,0
15,3.5,1,12.24,69,Hombre,Otro,Rural,Valle del Cauca,Tecnico,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,3,2022,0,0,0
15,4.69,0,4.26,58,Mujer,Soltero,Urbana,Santander,Primaria,Universitario,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,1,2021,0,1,0
22,2.13,2,5.58,18,Mujer,Soltero,Urbana,Antioquia,Primaria,Universitario,Privado,Universitario,Presencial,Ciencias sociales y humanas,1,2,2025,0,0,0
22,2.47,2,4.54,27,Hombre,Soltero,Urbana,Bolívar,Primaria,Primaria,Publico,Universitario,Presencial,Ciencias sociales y humanas,1,4,2021,1,0,1
24,3.05,2,25.28,53,Mujer,Soltero,Rural,Cundinamarca,Bachillerato,Ninguno,Privado,Tecnologico,Virtual,Ciencias de la salud,6,3,2025,0,0,0
26,4.12,0,8.79,72,Hombre,Soltero,Urbana,Sucre,Universitario,Primaria,Publico,Tecnico profesional,Presencial,Ciencias sociales y humanas,8,3,2023,1,0,0
21,2.46,1,13.87,50,Mujer,Soltero,Urbana,Meta,Bachillerato,Primaria,Publico,Universitario,Presencial,Ciencias sociales y humanas,9,3,2022,0,0,0
18,4.93,0,0.48,75,Hombre,Casado,Urbana,Bogotá D.C.,Tecnico,Primaria,Publico,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",4,3,2023,0,0,0
16,2.53,3,9.51,46,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,2,2021,0,0,1
20,3.2,1,27.71,45,Hombre,Soltero,Rural,Cauca,Primaria,Primaria,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",5,3,2022,0,0,0
19,2.01,1,23.78,25,Mujer,Soltero,Rural,La Guajira,Primaria,Primaria,Publico,Tecnologico,Distancia tradicional,Ciencias sociales y humanas,11,2,2022,1,0,0
19,3.61,0,17.24,54,Hombre,Otro,Urbana,Bogotá D.C.,Posgrado,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,5,2025,0,0,1
19,4.18,0,4.44,88,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Bachillerato,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",7,3,2025,1,0,0
15,3.77,2,2.3,86,Mujer,Soltero,Urbana,Boyacá,Primaria,Primaria,Publico,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",1,3,2023,1,0,0
23,2.95,0,16.13,38,Hombre,Soltero,Urbana,Santander,Bachillerato,Primaria,Privado,Universitario,Distancia tradicional,Ciencias de la salud,10,3,2023,0,0,0
21,2.89,1,0.97,35,Mujer,Soltero,Rural,Valle del Cauca,Bachillerato,Universitario,Privado,Universitario,Presencial,Ciencias de la salud,1,3,2024,1,0,1
20,3.98,0,2.7,89,Hombre,Casado,Urbana,Córdoba,Posgrado,Bachillerato,Privado,Universitario,Presencial,Ciencias sociales y humanas,7,5,2022,0,0,1
23,3.17,2,18.62,29,Mujer,Soltero,Urbana,Cesar,Universitario,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",12,5,2024,1,1,0
22,3.67,0,2.29,83,Mujer,Soltero,Urbana,Bogotá D.C.,Tecnico,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",12,2,2024,0,0,0
15,3.92,0,12.2,57,Mujer,Soltero,Urbana,Bogotá D.C.,Tecnico,Bachillerato,Privado,Universitario,Presencial,Ciencias sociales y humanas,3,2,2023,0,0,0
20,2.52,2,9.58,33,Mujer,Soltero,Urbana,Arauca,Bachillerato,Primaria,Publico,Universitario,Presencial,Ciencias de la educacion,1,1,2023,0,0,0
22,3.24,0,4.65,41,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Universitario,Publico,Tecnologico,Distancia tradicional,"Economia, administracion, contaduria y afines",10,2,2024,0,0,0
23,3.58,0,2.75,50,Hombre,Soltero,Rural,Boyacá,Posgrado,Posgrado,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,3,2022,0,1,0
18,3.32,2,13.75,66,Hombre,Casado,Urbana,Bogotá D.C.,Ninguno,Primaria,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",11,1,2022,0,0,0
15,3.92,0,11.01,84,Hombre,Soltero,Urbana,Risaralda,Tecnico,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",5,3,2025,0,0,0
25,3.56,0,52.8,86,Hombre,Soltero,Rural,Cundinamarca,Primaria,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",6,4,2023,1,1,0
18,3.49,2,4.76,51,Mujer,Soltero,Urbana,Meta,Bachillerato,Bachillerato,Privado,Universitario,Presencial,Ciencias de la salud,7,1,2024,0,0,1
20,2.79,0,4.6,41,Hombre,Soltero,Urbana,Bogotá D.C.,Bachillerato,Tecnico,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,2,2024,0,1,0
19,3.23,0,18.16,54,Hombre,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",6,2,2023,0,1,0
19,2.83,4,11.17,58,Hombre,Soltero,Urbana,Valle del Cauca,Posgrado,Bachillerato,Publico,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",3,3,2023,0,0,0
19,3.89,2,49.34,72,Hombre,Otro,Rural,Chocó,Bachillerato,Bachillerato,Privado,Tecnologico,Distancia tradicional,Ciencias sociales y humanas,10,3,2023,1,0,0
25,3.04,1,1.25,60,Mujer,Union libre,Urbana,Nariño,Bachillerato,Bachillerato,Publico,Universitario,Virtual,Ciencias sociales y humanas,1,2,2024,0,0,0
18,3.38,2,11.47,60,Mujer,Soltero,Urbana,Casanare,Posgrado,Tecnico,Privado,Universitario,Presencial,Ciencias sociales y humanas,3,1,2021,0,1,0
19,3.81,0,1.93,52,Mujer,Soltero,Urbana,Córdoba,Bachillerato,Bachillerato,Privado,Universitario,Presencial,Ciencias sociales y humanas,6,2,2021,0,0,0
16,2.87,1,7.92,44,Mujer,Soltero,Rural,Antioquia,Universitario,Bachillerato,Publico,Tecnologico,Virtual,Ciencias de la salud,2,4,2022,0,0,0
19,3.52,0,4.88,55,Hombre,Soltero,Urbana,Bogotá D.C.,Primaria,Universitario,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,2,2022,0,1,1
20,3.96,0,7.31,74,Hombre,Union libre,Urbana,Nariño,Universitario,Tecnico,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",5,1,2023,0,0,1
19,3.08,1,4.12,62,Hombre,Casado,Rural,Nariño,Primaria,Primaria,Privado,Universitario,Distancia tradicional,Ciencias de la educacion,3,1,2021,0,0,0
19,4.17,0,9.41,62,Mujer,Union libre,Urbana,Bogotá D.C.,Ninguno,Tecnico,Privado,Universitario,Presencial,Ciencias sociales y humanas,8,3,2025,1,0,0
18,3.4,1,5.67,91,Hombre,Casado,Urbana,Risaralda,Primaria,Posgrado,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,5,2022,0,1,0
19,4.61,1,4.02,72,Mujer,Soltero,Urbana,Nariño,Primaria,Universitario,Publico,Universitario,Distancia tradicional,Ciencias de la salud,8,2,2024,1,0,0
23,2.71,0,6.6,59,Hombre,Casado,Urbana,Boyacá,Primaria,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,3,2023,0,0,0
15,3.83,1,21.59,63,Mujer,Soltero,Urbana,Huila,Primaria,Universitario,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,2,2023,0,1,0
19,3.85,1,6.53,40,Mujer,Soltero,Urbana,Cundinamarca,Primaria,Bachillerato,Publico,Universitario,Presencial,Bellas artes,12,1,2023,0,0,0
19,2.99,2,10.32,36,Hombre,Soltero,Urbana,Cundinamarca,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",12,3,2023,1,0,0
24,2.25,2,8.3,29,Hombre,Soltero,Urbana,Bogotá D.C.,Bachillerato,Posgrado,Privado,Universitario,Virtual,"Economia, administracion, contaduria y afines",9,3,2022,1,0,0
